"id_kit","cod_programa","nom_programa","programa","cod_meta","nom_meta","meta","cod_subfin","nom_subfin","sub_finalidad","cod_producto","cod_actividad","cod_clasificador","nom_clasificador","clasificador","nivel","tipo_bien","tipo_calculo","cod_item_fam","nom_item_fam","item_fam"
33,16,"TBC-VIH/SIDA","0016 TBC-VIH/SIDA",29,"MONITOREO, SUPERVISION, EVALUACION Y CONTROL DE VIH SIDA - TUBERCULOSIS","29 MONITOREO, SUPERVISION, EVALUACION Y CONTROL DE VIH SIDA - TUBERCULOSIS",1327,"EVALUACIÓN DE DIAGNÓSTICO ESPECIALIZADO TB/VIH-SIDA","4395005 EVALUACIÓN DE DIAGNÓSTICO ESPECIALIZADO TB/VIH-SIDA","3000001","5004433","2.3. 2  7.11  5","SERVICIOS DE ALIMENTACION DE CONSUMO HUMANO","2.3. 2  7.11  5 SERVICIOS DE ALIMENTACION DE CONSUMO HUMANO","I","S",5,"040100010019","SERVICIO DE ALMUERZO, COFFE BREAK","040100010019 SERVICIO DE ALMUERZO, COFFE BREAK"
34,1,"PROGRAMA ARTICULADO NUTRICIONAL","0001 PROGRAMA ARTICULADO NUTRICIONAL",1,"VIGILANCIA, INVESTIGACION Y TECNOLOGIAS EN NUTRICION","1 VIGILANCIA, INVESTIGACION Y TECNOLOGIAS EN NUTRICION",1,"VIGILANCIA DEL ESTADO NUTRICIONAL DEL NIÑO","3324401 VIGILANCIA DEL ESTADO NUTRICIONAL DEL NIÑO","3000001","5004424","2.3. 2  7.11  5","SERVICIOS DE ALIMENTACION DE CONSUMO HUMANO","2.3. 2  7.11  5 SERVICIOS DE ALIMENTACION DE CONSUMO HUMANO","I","S",2,"040100010001","SERVICIO DE ALIMENTACIÓN DE PERSONAS","040100010001 SERVICIO DE ALIMENTACIÓN DE PERSONAS"
35,16,"TBC-VIH/SIDA","0016 TBC-VIH/SIDA",30,"DESARROLLO DE NORMAS Y GUIAS TECNICAS VIH SIDA, TUBERCULOSIS","30 DESARROLLO DE NORMAS Y GUIAS TECNICAS VIH SIDA, TUBERCULOSIS",1425," IMPLEMENTACIÓN DE DOCUMENTOS TÉCNICOS NORMATIVOS TB/VIH-SIDA","4395102  IMPLEMENTACIÓN DE DOCUMENTOS TÉCNICOS NORMATIVOS TB/VIH-SIDA","3000001","5004434","2.6. 3  2. 2  1","MAQUINAS Y EQUIPOS","2.6. 3  2. 2  1 MAQUINAS Y EQUIPOS","I","B",2,"952278340001","SISTEMA DE PROYECCION MULTIMEDIA - PROYECTOR MULTIMEDIA","952278340001 SISTEMA DE PROYECCION MULTIMEDIA - PROYECTOR MULTIMEDIA"
36,68,"REDUCCION DE VULNERABILIDAD Y ATENCION DE EMERGENCIAS POR DESASTRES","0068 REDUCCION DE VULNERABILIDAD Y ATENCION DE EMERGENCIAS POR DESASTRES",96,"ADQUISICION Y DISTRIBUCION DE PRODUCTOS DE PRIMERA NECESIDAD - COVID-19","96 ADQUISICION Y DISTRIBUCION DE PRODUCTOS DE PRIMERA NECESIDAD - COVID-19",1787,"INTERVENCIÓN DE LA GESTIÓN DEL RIESGO DE DESASTRES FRENTE AL COVID-19","0315290 INTERVENCIÓN DE LA GESTIÓN DEL RIESGO DE DESASTRES FRENTE AL COVID-19","3000734","5006269","2.3. 2  9. 1  1","LOCACION DE SERVICIOS REALIZADOS POR PERSONAS NATURALES RELACIONADAS AL ROL DE LA ENTIDAD","2.3. 2  9. 1  1 LOCACION DE SERVICIOS REALIZADOS POR PERSONAS NATURALES RELACIONADAS AL ROL DE LA ENTIDAD","I","S",2,"071100384048","SERVICIO DE SUPERVISION Y MONITOREO DE ACTIVIDADES TECNICO ADMINISTRATIVO","071100384048 SERVICIO DE SUPERVISION Y MONITOREO DE ACTIVIDADES TECNICO ADMINISTRATIVO"
37,18,"ENFERMEDADES NO TRANSMISIBLES","0018 ENFERMEDADES NO TRANSMISIBLES",66,"ATENCION ESTOMATOLOGICA RECUPERATIVA BASICA","66 ATENCION ESTOMATOLOGICA RECUPERATIVA BASICA",326,"EXODONCIA SIMPLE","5000703 EXODONCIA SIMPLE","3000681","5006276","2.3. 1  8. 1  2","MEDICAMENTOS","2.3. 1  8. 1  2 MEDICAMENTOS","I","B",4,"580200460001","PARACETAMOL 100 mg TAB","580200460001 PARACETAMOL 100 mg TAB"
38,16,"TBC-VIH/SIDA","0016 TBC-VIH/SIDA",33,"DIAGNOSTICO DE CASOS DE TUBERCULOSIS","33 DIAGNOSTICO DE CASOS DE TUBERCULOSIS",1434,"DIAGNOSTICO ESPECIALIZADO DE TUBERCULOSIS","4396403 DIAGNOSTICO ESPECIALIZADO DE TUBERCULOSIS","3000614","5004438","2.6. 3  2. 4  2","EQUIPOS","2.6. 3  2. 4  2 EQUIPOS","I","B",3,"532220390001","CENTRIFUGA PARA PLACAS","532220390001 CENTRIFUGA PARA PLACAS"
39,131,"CONTROL Y PREVENCION EN SALUD MENTAL","0131 CONTROL Y PREVENCION EN SALUD MENTAL",124,"TRATAMIENTO AMBULATORIO DE PERSONAS CON SINDROME O TRASTORNO PSICOTICO","124 TRATAMIENTO AMBULATORIO DE PERSONAS CON SINDROME O TRASTORNO PSICOTICO",804,"TRATAMIENTO AMBULATORIO A PERSONAS CON SÍNDROME PSICÓTICO O TRASTORNO DEL ESPECTRO DE LA ESQUIZOFRENIA ","5005195 TRATAMIENTO AMBULATORIO A PERSONAS CON SÍNDROME PSICÓTICO O TRASTORNO DEL ESPECTRO DE LA ESQUIZOFRENIA ","3000702","5005195","2.6. 3  2. 1  2","MOBILIARIO","2.6. 3  2. 1  2 MOBILIARIO","I","B",3,"746461110001","MODULO DE MELAMINA PARA APRENDIZAJE DE IDIOMAS","746461110001 MODULO DE MELAMINA PARA APRENDIZAJE DE IDIOMAS"
40,131,"CONTROL Y PREVENCION EN SALUD MENTAL","0131 CONTROL Y PREVENCION EN SALUD MENTAL",124,"TRATAMIENTO AMBULATORIO DE PERSONAS CON SINDROME O TRASTORNO PSICOTICO","124 TRATAMIENTO AMBULATORIO DE PERSONAS CON SINDROME O TRASTORNO PSICOTICO",804,"TRATAMIENTO AMBULATORIO A PERSONAS CON SÍNDROME PSICÓTICO O TRASTORNO DEL ESPECTRO DE LA ESQUIZOFRENIA ","5005195 TRATAMIENTO AMBULATORIO A PERSONAS CON SÍNDROME PSICÓTICO O TRASTORNO DEL ESPECTRO DE LA ESQUIZOFRENIA ","3000702","5005195","2.6. 3  2. 3  1","EQUIPOS COMPUTACIONALES Y PERIFERICOS","2.6. 3  2. 3  1 EQUIPOS COMPUTACIONALES Y PERIFERICOS","I","B",3,"740877000001","MONITOR A COLOR","740877000001 MONITOR A COLOR"
41,131,"CONTROL Y PREVENCION EN SALUD MENTAL","0131 CONTROL Y PREVENCION EN SALUD MENTAL",118,"TAMIZAJE DE PERSONAS CON TRASTORNOS MENTALES Y PROBLEMAS PSICOSOCIALES","118 TAMIZAJE DE PERSONAS CON TRASTORNOS MENTALES Y PROBLEMAS PSICOSOCIALES",1646," TAMIZAJE PARA DETECTAR VIOLENCIA FAMILIAR  EN PERSONAS MAYORES DE 18 AÑOS","0070606  TAMIZAJE PARA DETECTAR VIOLENCIA FAMILIAR  EN PERSONAS MAYORES DE 18 AÑOS","3000698","5005188","2.6. 3  2. 1  2","MOBILIARIO","2.6. 3  2. 1  2 MOBILIARIO","I","B",3,"746441520138","ESTANTE DE MELAMINA AEREO","746441520138 ESTANTE DE MELAMINA AEREO"
42,1001,"PRODUCTOS ESPECIFICOS PARA DESARROLLO INFANTIL TEMPRANO","1001 PRODUCTOS ESPECIFICOS PARA DESARROLLO INFANTIL TEMPRANO",143,"NIÑOS CON CRED COMPLETO SEGUN EDAD","143 NIÑOS CON CRED COMPLETO SEGUN EDAD",1844,"NIÑOS MENORES DE 36 MESES CON CONTROLES CRED COMPLETO PARA SU EDAD","3325510 NIÑOS MENORES DE 36 MESES CON CONTROLES CRED COMPLETO PARA SU EDAD","3033255","5000018","2.3. 1 99. 1 99","OTROS BIENES","2.3. 1 99. 1 99 OTROS BIENES","I","B",2,"899800020079","CINTA METRICA DE PLASTICO DE 1.50 m","899800020079 CINTA METRICA DE PLASTICO DE 1.50 m"
43,16,"TBC-VIH/SIDA","0016 TBC-VIH/SIDA",29,"MONITOREO, SUPERVISION, EVALUACION Y CONTROL DE VIH SIDA - TUBERCULOSIS","29 MONITOREO, SUPERVISION, EVALUACION Y CONTROL DE VIH SIDA - TUBERCULOSIS",1327,"EVALUACIÓN DE DIAGNÓSTICO ESPECIALIZADO TB/VIH-SIDA","4395005 EVALUACIÓN DE DIAGNÓSTICO ESPECIALIZADO TB/VIH-SIDA","3000001","5004433","2.3. 1  5. 1  2","PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA","2.3. 1  5. 1  2 PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA","I","B",6,"717200080004","PAPEL KRAFT 90 g DE 75 cm X 1.20 m","717200080004 PAPEL KRAFT 90 g DE 75 cm X 1.20 m"
44,131,"CONTROL Y PREVENCION EN SALUD MENTAL","0131 CONTROL Y PREVENCION EN SALUD MENTAL",136,"TRATAMIENTO AMBULATORIO DE PERSONAS CON TRASTORNO DEL COMPORTAMIENTO DEBIDO AL CONSUMO DE ALCOHOL Y TABACO","136 TRATAMIENTO AMBULATORIO DE PERSONAS CON TRASTORNO DEL COMPORTAMIENTO DEBIDO AL CONSUMO DE ALCOHOL Y TABACO",1675,"INTERVENCIÓN PARA  PERSONAS CON  DEPENDENCIA DEL ALCOHOL Y TABACO ","0070617 INTERVENCIÓN PARA  PERSONAS CON  DEPENDENCIA DEL ALCOHOL Y TABACO ","3000881","5006282","2.6. 3  2. 1  2","MOBILIARIO","2.6. 3  2. 1  2 MOBILIARIO","I","B",2,"746433890001","CREDENZA ESTANTE DE MELAMINA","746433890001 CREDENZA ESTANTE DE MELAMINA"
45,104,"REDUCCION DE LA MORTALIDAD POR EMERGENCIAS Y URGENCIAS MEDICAS","0104 REDUCCION DE LA MORTALIDAD POR EMERGENCIAS Y URGENCIAS MEDICAS",101,"MONITOREO,SUPERVISION Y EVALUACION DEL PROGRAMA PRESUPUESTAL","101 MONITOREO,SUPERVISION Y EVALUACION DEL PROGRAMA PRESUPUESTAL",757,"MONITOREO, SUPERVISION Y EVALUACION DEL PROGRAMA PRESUPUESTAL","5005138 MONITOREO, SUPERVISION Y EVALUACION DEL PROGRAMA PRESUPUESTAL","3000001","5005138","2.3. 1  5. 1  2","PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA","2.3. 1  5. 1  2 PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA","I","B",2,"710600100251","SOBRE MANILA   TAMAÑO  OFICIO","710600100251 SOBRE MANILA   TAMAÑO  OFICIO"
46,104,"REDUCCION DE LA MORTALIDAD POR EMERGENCIAS Y URGENCIAS MEDICAS","0104 REDUCCION DE LA MORTALIDAD POR EMERGENCIAS Y URGENCIAS MEDICAS",101,"MONITOREO,SUPERVISION Y EVALUACION DEL PROGRAMA PRESUPUESTAL","101 MONITOREO,SUPERVISION Y EVALUACION DEL PROGRAMA PRESUPUESTAL",757,"MONITOREO, SUPERVISION Y EVALUACION DEL PROGRAMA PRESUPUESTAL","5005138 MONITOREO, SUPERVISION Y EVALUACION DEL PROGRAMA PRESUPUESTAL","3000001","5005138","2.3. 1  5. 1  2","PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA","2.3. 1  5. 1  2 PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA","I","B",2,"718500100022","SUJETADOR PARA PAPEL  (TIPO FASTENER) DE PLASTICO","718500100022 SUJETADOR PARA PAPEL  (TIPO FASTENER) DE PLASTICO"
47,68,"REDUCCION DE VULNERABILIDAD Y ATENCION DE EMERGENCIAS POR DESASTRES","0068 REDUCCION DE VULNERABILIDAD Y ATENCION DE EMERGENCIAS POR DESASTRES",94,"ADMINISTRACION Y ALMACENAMIENTO DE INFRAESTRUCTURA MOVIL PARA LA ASISTENCIA FRENTE A EMERGENCIAS Y DESASTRES","94 ADMINISTRACION Y ALMACENAMIENTO DE INFRAESTRUCTURA MOVIL PARA LA ASISTENCIA FRENTE A EMERGENCIAS Y DESASTRES",839,"ADMINISTRACION Y ALMACENAMIENTO DE INFRAESTRUCTURA MOVIL PARA LA ASISTENCIA FRENTE A EMERGENCIAS Y DESASTRES","5005610 ADMINISTRACION Y ALMACENAMIENTO DE INFRAESTRUCTURA MOVIL PARA LA ASISTENCIA FRENTE A EMERGENCIAS Y DESASTRES","3000734","5005610","2.6. 3  1. 1  1","PARA TRANSPORTE TERRESTRE","2.6. 3  1. 1  1 PARA TRANSPORTE TERRESTRE","I","B",2,"678254500001","FURGONETA","678254500001 FURGONETA"
48,2,"SALUD MATERNO NEONATAL","0002 SALUD MATERNO NEONATAL",19,"ATENCION DE LA GESTANTE CON COMPLICACIONES","19 ATENCION DE LA GESTANTE CON COMPLICACIONES",118,"INFECCION DEL TRACTO URINARIO EN EL EMBARAZO","3329409 INFECCION DEL TRACTO URINARIO EN EL EMBARAZO","3033294","5000044","2.3. 1  8. 1  2","MEDICAMENTOS","2.3. 1  8. 1  2 MEDICAMENTOS","I","B",4,"585100100012","SODIO CLORURO 20 g/100 mL INY 10 mL","585100100012 SODIO CLORURO 20 g/100 mL INY 10 mL"
49,104,"REDUCCION DE LA MORTALIDAD POR EMERGENCIAS Y URGENCIAS MEDICAS","0104 REDUCCION DE LA MORTALIDAD POR EMERGENCIAS Y URGENCIAS MEDICAS",101,"MONITOREO,SUPERVISION Y EVALUACION DEL PROGRAMA PRESUPUESTAL","101 MONITOREO,SUPERVISION Y EVALUACION DEL PROGRAMA PRESUPUESTAL",757,"MONITOREO, SUPERVISION Y EVALUACION DEL PROGRAMA PRESUPUESTAL","5005138 MONITOREO, SUPERVISION Y EVALUACION DEL PROGRAMA PRESUPUESTAL","3000001","5005138","2.3. 1  5. 1  2","PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA","2.3. 1  5. 1  2 PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA","I","B",2,"710300010018","CINTA ADHESIVA TRANSPARENTE 1/2 in X 50 m","710300010018 CINTA ADHESIVA TRANSPARENTE 1/2 in X 50 m"
50,16,"TBC-VIH/SIDA","0016 TBC-VIH/SIDA",29,"MONITOREO, SUPERVISION, EVALUACION Y CONTROL DE VIH SIDA - TUBERCULOSIS","29 MONITOREO, SUPERVISION, EVALUACION Y CONTROL DE VIH SIDA - TUBERCULOSIS",1327,"EVALUACIÓN DE DIAGNÓSTICO ESPECIALIZADO TB/VIH-SIDA","4395005 EVALUACIÓN DE DIAGNÓSTICO ESPECIALIZADO TB/VIH-SIDA","3000001","5004433","2.6. 3  2. 2  1","MAQUINAS Y EQUIPOS","2.6. 3  2. 2  1 MAQUINAS Y EQUIPOS","I","B",3,"672207640017","BOMBA DE VACIO","672207640017 BOMBA DE VACIO"
51,24,"PREVENCION Y CONTROL DEL CANCER","0024 PREVENCION Y CONTROL DEL CANCER",89,"ATENCION CON CUIDADOS PALIATIVOS EN EL DOMICILIO","89 ATENCION CON CUIDADOS PALIATIVOS EN EL DOMICILIO",1070,"ATENCION CON CUIDADOS PALIATIVOS EN EL DOMICILIO","0215106 ATENCION CON CUIDADOS PALIATIVOS EN EL DOMICILIO","3000819","5006033","2.3. 1  8. 1  2","MEDICAMENTOS","2.3. 1  8. 1  2 MEDICAMENTOS","I","B",4,"580100220003","REMIFENTANILO 5 mg INY","580100220003 REMIFENTANILO 5 mg INY"
52,24,"PREVENCION Y CONTROL DEL CANCER","0024 PREVENCION Y CONTROL DEL CANCER",89,"ATENCION CON CUIDADOS PALIATIVOS EN EL DOMICILIO","89 ATENCION CON CUIDADOS PALIATIVOS EN EL DOMICILIO",1070,"ATENCION CON CUIDADOS PALIATIVOS EN EL DOMICILIO","0215106 ATENCION CON CUIDADOS PALIATIVOS EN EL DOMICILIO","3000819","5006033","2.3. 1  8. 1  2","MEDICAMENTOS","2.3. 1  8. 1  2 MEDICAMENTOS","I","B",4,"580700020001","AMPICILINA (COMO SAL SODICA) + SULBACTAM (COMO SAL SODICA) 1 g + 500 mg INY","580700020001 AMPICILINA (COMO SAL SODICA) + SULBACTAM (COMO SAL SODICA) 1 g + 500 mg INY"
53,131,"CONTROL Y PREVENCION EN SALUD MENTAL","0131 CONTROL Y PREVENCION EN SALUD MENTAL",134,"TRATAMIENTO CON INTERNAMIENTO DE PACIENTES CON TRASTORNO DEL COMPORTAMIENTO DEBIDO AL CONSUMO DE ALCOHOL","134 TRATAMIENTO CON INTERNAMIENTO DE PACIENTES CON TRASTORNO DEL COMPORTAMIENTO DEBIDO AL CONSUMO DE ALCOHOL",802,"TRATAMIENTO CON INTERNAMIENTO DE PACIENTES CON TRASTORNO DEL COMPORTAMIENTO DEBIDO AL CONSUMO DE ALCOHOL","5005193 TRATAMIENTO CON INTERNAMIENTO DE PACIENTES CON TRASTORNO DEL COMPORTAMIENTO DEBIDO AL CONSUMO DE ALCOHOL","3000881","5005193","2.3. 1  8. 1  2","MEDICAMENTOS","2.3. 1  8. 1  2 MEDICAMENTOS","I","B",4,"580500090003","CLONAZEPAM 2 mg TAB","580500090003 CLONAZEPAM 2 mg TAB"
54,17,"ENFERMEDADES METAXENICAS Y ZOONOSIS","0017 ENFERMEDADES METAXENICAS Y ZOONOSIS",54,"DIAGNOSTICO Y TRATAMIENTO DE ENFERMEDADES METAXENICAS","54 DIAGNOSTICO Y TRATAMIENTO DE ENFERMEDADES METAXENICAS",267,"TRATAMIENTO Y SEGUIMIENTO DE LOS CASOS DIAGNOSTICADOS CON MALARIA FALCIPARUM","4398303 TRATAMIENTO Y SEGUIMIENTO DE LOS CASOS DIAGNOSTICADOS CON MALARIA FALCIPARUM","3043983","5000093","2.3. 1  8. 1  2","MEDICAMENTOS","2.3. 1  8. 1  2 MEDICAMENTOS","I","B",4,"580200460006","PARACETAMOL 120 mg/5 mL JBE  60 mL","580200460006 PARACETAMOL 120 mg/5 mL JBE  60 mL"
55,24,"PREVENCION Y CONTROL DEL CANCER","0024 PREVENCION Y CONTROL DEL CANCER",89,"ATENCION CON CUIDADOS PALIATIVOS EN EL DOMICILIO","89 ATENCION CON CUIDADOS PALIATIVOS EN EL DOMICILIO",1070,"ATENCION CON CUIDADOS PALIATIVOS EN EL DOMICILIO","0215106 ATENCION CON CUIDADOS PALIATIVOS EN EL DOMICILIO","3000819","5006033","2.3. 1  8. 1  2","MEDICAMENTOS","2.3. 1  8. 1  2 MEDICAMENTOS","I","B",4,"580100210056","LIDOCAINA CLORHIDRATO 5 g/100 g PARCHE","580100210056 LIDOCAINA CLORHIDRATO 5 g/100 g PARCHE"
56,16,"TBC-VIH/SIDA","0016 TBC-VIH/SIDA",29,"MONITOREO, SUPERVISION, EVALUACION Y CONTROL DE VIH SIDA - TUBERCULOSIS","29 MONITOREO, SUPERVISION, EVALUACION Y CONTROL DE VIH SIDA - TUBERCULOSIS",1327,"EVALUACIÓN DE DIAGNÓSTICO ESPECIALIZADO TB/VIH-SIDA","4395005 EVALUACIÓN DE DIAGNÓSTICO ESPECIALIZADO TB/VIH-SIDA","3000001","5004433","2.3. 1  8. 2  1","MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","2.3. 1  8. 2  1 MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","I","B",2,"512000160147","GRADILLA DE POLIPROPILENO PARA 60 TUBOS DE 16 mm X 100 mm","512000160147 GRADILLA DE POLIPROPILENO PARA 60 TUBOS DE 16 mm X 100 mm"
57,2,"SALUD MATERNO NEONATAL","0002 SALUD MATERNO NEONATAL",17,"POBLACION ACCEDE A METODOS DE PLANIFICACION FAMILIAR","17 POBLACION ACCEDE A METODOS DE PLANIFICACION FAMILIAR",98,"AQV FEMENINO","3329103 AQV FEMENINO","3033291","5000042","2.3. 1  8. 1  2","MEDICAMENTOS","2.3. 1  8. 1  2 MEDICAMENTOS","I","B",4,"583600190038","YODO POVIDONA 10 g/100 mL (10 %) SOL 1 L","583600190038 YODO POVIDONA 10 g/100 mL (10 %) SOL 1 L"
58,18,"ENFERMEDADES NO TRANSMISIBLES","0018 ENFERMEDADES NO TRANSMISIBLES",76,"EXAMENES DE TAMIZAJE Y TRATAMIENTO DE PERSONAS AFECTADAS POR INTOXICACION DE METALES PESADOS","76 EXAMENES DE TAMIZAJE Y TRATAMIENTO DE PERSONAS AFECTADAS POR INTOXICACION DE METALES PESADOS",425,"ATENCIÓN DE SALUD A PERSONAS CON VALORES DE PLOMO DE 1 A 9.9 UG/DL (CATEGORÍA DE EXPOSICIÓN AL PLOMO I)","4399704 ATENCIÓN DE SALUD A PERSONAS CON VALORES DE PLOMO DE 1 A 9.9 UG/DL (CATEGORÍA DE EXPOSICIÓN AL PLOMO I)","3043997","5000103","2.3. 1  8. 1  2","MEDICAMENTOS","2.3. 1  8. 1  2 MEDICAMENTOS","I","B",4,"585100100011","SODIO CLORURO 900 mg/100 mL (0.9 %) INY 1 L","585100100011 SODIO CLORURO 900 mg/100 mL (0.9 %) INY 1 L"
59,1001,"PRODUCTOS ESPECIFICOS PARA DESARROLLO INFANTIL TEMPRANO","1001 PRODUCTOS ESPECIFICOS PARA DESARROLLO INFANTIL TEMPRANO",143,"NIÑOS CON CRED COMPLETO SEGUN EDAD","143 NIÑOS CON CRED COMPLETO SEGUN EDAD",1844,"NIÑOS MENORES DE 36 MESES CON CONTROLES CRED COMPLETO PARA SU EDAD","3325510 NIÑOS MENORES DE 36 MESES CON CONTROLES CRED COMPLETO PARA SU EDAD","3033255","5000018","2.6. 3  2. 4  2","EQUIPOS","2.6. 3  2. 4  2 EQUIPOS","I","B",3,"602287620004","TENSIOMETRO PEDIATRICO","602287620004 TENSIOMETRO PEDIATRICO"
60,2,"SALUD MATERNO NEONATAL","0002 SALUD MATERNO NEONATAL",21,"ATENCION DEL PARTO COMPLICADO NO QUIRURGICO","21 ATENCION DEL PARTO COMPLICADO NO QUIRURGICO",125,"TRABAJO DE PARTO DISFUNCIONAL.","3329601 TRABAJO DE PARTO DISFUNCIONAL.","3033296","5000046","2.3. 1  8. 1  2","MEDICAMENTOS","2.3. 1  8. 1  2 MEDICAMENTOS","I","B",4,"580200340001","KETOROLACO 60 mg INY 2 mL","580200340001 KETOROLACO 60 mg INY 2 mL"
61,1,"PROGRAMA ARTICULADO NUTRICIONAL","0001 PROGRAMA ARTICULADO NUTRICIONAL",4,"VIGILANCIA DE LA CALIDAD DEL AGUA PARA EL CONSUMO HUMANO","4 VIGILANCIA DE LA CALIDAD DEL AGUA PARA EL CONSUMO HUMANO",48,"ANALISIS FISICO / QUIMICOS","3326008 ANALISIS FISICO / QUIMICOS","3000609","5004428","2.3. 1  8. 2  1","MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","2.3. 1  8. 2  1 MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","I","B",2,"512000020003","BARRA MAGNÉTICA CUBIERTA DE TEFLÓN 2 X 0.8 cm","512000020003 BARRA MAGNÉTICA CUBIERTA DE TEFLÓN 2 X 0.8 cm"
62,131,"CONTROL Y PREVENCION EN SALUD MENTAL","0131 CONTROL Y PREVENCION EN SALUD MENTAL",124,"TRATAMIENTO AMBULATORIO DE PERSONAS CON SINDROME O TRASTORNO PSICOTICO","124 TRATAMIENTO AMBULATORIO DE PERSONAS CON SINDROME O TRASTORNO PSICOTICO",804,"TRATAMIENTO AMBULATORIO A PERSONAS CON SÍNDROME PSICÓTICO O TRASTORNO DEL ESPECTRO DE LA ESQUIZOFRENIA ","5005195 TRATAMIENTO AMBULATORIO A PERSONAS CON SÍNDROME PSICÓTICO O TRASTORNO DEL ESPECTRO DE LA ESQUIZOFRENIA ","3000702","5005195","2.6. 3  2. 4  1","MOBILIARIO","2.6. 3  2. 4  1 MOBILIARIO","I","B",3,"536424060001","CAMILLA (OTRAS)","536424060001 CAMILLA (OTRAS)"
63,16,"TBC-VIH/SIDA","0016 TBC-VIH/SIDA",29,"MONITOREO, SUPERVISION, EVALUACION Y CONTROL DE VIH SIDA - TUBERCULOSIS","29 MONITOREO, SUPERVISION, EVALUACION Y CONTROL DE VIH SIDA - TUBERCULOSIS",1327,"EVALUACIÓN DE DIAGNÓSTICO ESPECIALIZADO TB/VIH-SIDA","4395005 EVALUACIÓN DE DIAGNÓSTICO ESPECIALIZADO TB/VIH-SIDA","3000001","5004433","2.6. 3  2. 4  2","EQUIPOS","2.6. 3  2. 4  2 EQUIPOS","I","B",3,"532220490001","CENTRIFUGA PARA TUBOS","532220490001 CENTRIFUGA PARA TUBOS"
64,18,"ENFERMEDADES NO TRANSMISIBLES","0018 ENFERMEDADES NO TRANSMISIBLES",76,"EXAMENES DE TAMIZAJE Y TRATAMIENTO DE PERSONAS AFECTADAS POR INTOXICACION DE METALES PESADOS","76 EXAMENES DE TAMIZAJE Y TRATAMIENTO DE PERSONAS AFECTADAS POR INTOXICACION DE METALES PESADOS",439,"ATENCIÓN DE SALUD A PERSONAS CON EXPOSICIÓN AGUDA NO COMPLICADA A MERCURIO","4399718 ATENCIÓN DE SALUD A PERSONAS CON EXPOSICIÓN AGUDA NO COMPLICADA A MERCURIO","3043997","5000103","2.3. 1  8. 2  1","MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","2.3. 1  8. 2  1 MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","I","B",4,"512000260193","CUBETA DESCARTABLE PARA HEMOGLOBINA DE ANALIZADOR HEMATOLOGICO AB HEMOCUE X 200","512000260193 CUBETA DESCARTABLE PARA HEMOGLOBINA DE ANALIZADOR HEMATOLOGICO AB HEMOCUE X 200"
65,16,"TBC-VIH/SIDA","0016 TBC-VIH/SIDA",29,"MONITOREO, SUPERVISION, EVALUACION Y CONTROL DE VIH SIDA - TUBERCULOSIS","29 MONITOREO, SUPERVISION, EVALUACION Y CONTROL DE VIH SIDA - TUBERCULOSIS",1327,"EVALUACIÓN DE DIAGNÓSTICO ESPECIALIZADO TB/VIH-SIDA","4395005 EVALUACIÓN DE DIAGNÓSTICO ESPECIALIZADO TB/VIH-SIDA","3000001","5004433","2.3. 1  8. 2  1","MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","2.3. 1  8. 2  1 MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","I","B",3,"513000040606","TIMER DE 4 TIEMPOS","513000040606 TIMER DE 4 TIEMPOS"
